id,number,description,creation_date,file,created_at,reference,admin_id,coordinates,expires_at,limit,status
,5,"BAIRRO PATRIOTA,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT5,41,,,1,livre
,5,"TALATONA CASCO URBANO, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT50,41,,,1,livre
,5,"TALATONA CASCO URBANO, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT51,41,,,1,livre
,5,"BAIRRO TALATONA 1, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT52,41,,,1,livre
,5,"BAIRRO MILITAR, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT53,41,,,1,livre
,5,"BAIRRO TALATONA 1, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT54,41,,,1,livre
,5,"BAIRRO TALATONA 1, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT55,41,,,1,livre
,5,"BAIRRO TALATONA 1, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT56,41,,,1,livre
,5,"BAIRRO TALATONA 1, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT57,41,,,1,livre
,5,"TALATONA CASCO URBANO, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT58,41,,,1,livre
,5,"TALATONA CASCO URBANO, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT59,41,,,1,livre
,5,"BAIRRO BENVINDO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT6,41,,,1,livre
,5,"BAIRRO TALATONA 1, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT60,41,,,1,livre
,5,"BAIRRO TALATONA 1, COMUNA DO TALATONA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT61,41,,,1,livre
,5,"BAIRRO HONGA,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT62,41,,,1,livre
,5,"BAIRRO KIFICA, COMUNA BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT63,41,,,1,livre
,5,"BAIRRO KIFICA, COMUNA BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT64,41,,,1,livre
,5,"BAIRRO KIFICA, COMUNA BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT65,41,,,1,livre
,5,"BAIRRO KIFICA, COMUNA BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT66,41,,,1,livre
,5,"BAIRRO KIFICA, COMUNA BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT67,41,,,1,livre
,5,"BAIRRO KIFICA, COMUNA BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT68,41,,,1,livre
,5,"BAIRRO KIFICA, COMUNA BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT69,41,,,1,livre
,5,"BAIRRO KIFICA, COMUNA BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT7,41,,,1,livre
,5,"BAIRRO KIFICA, COMUNA BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT70,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT71,41,,,1,livre
,5,"BAIRRO CHINGUAR, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT72,41,,,1,livre
,5,"BAIRRO CHINGUAR, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT73,41,,,1,livre
,5,"BAIRRO CHINGUAR, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT74,41,,,1,livre
,5,"BAIRRO CHINGUAR, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT75,41,,,1,livre
,5,"BAIRRO CHINGUAR, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT76,41,,,1,livre
,5,"BAIRRO CHINGUAR, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT77,41,,,1,livre
,5,"BAIRRO CHINGUAR, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT78,41,,,1,livre
,5,"BAIRRO CHINGUAR, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT79,41,,,1,livre
,5,"BAIRRO PATRIOTA,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT8,41,,,1,livre
,5,"BAIRRO CHINGUAR, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT80,41,,,1,livre
,5,"BAIRRO CHINGUAR, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT81,41,,,1,livre
,5,"BAIRRO CHINGUAR, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT82,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT83,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT84,41,,,1,livre
,5,"BAIRRO BENVINDO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT85,41,,,1,livre
,5,"BAIRRO KIFICA, COMUNA BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT86,41,,,1,livre
,5,"BAIRRO KIFICA, COMUNA BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT87,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT88,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT89,41,,,1,livre
,5,"BAIRRO HONGA,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT9,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT90,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT91,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT92,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT93,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT94,41,,,1,livre
,5,"BAIRRO 10 DE DEZEMBRO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT95,41,,,1,livre
,5,"BAIRRO CABOLOMBO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT96,41,,,1,livre
,5,"BAIRRO PARTIDO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT97,41,,,1,livre
,5,"BAIRRO PARTIDO, COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT98,41,,,1,livre
,5,"BAIRRO HONGA,COMUNA DO BENFICA",22/05/2025,,,TALATONA-N05-DMPDEI-AMT-2025-PT99,41,,,1,livre
,37,"BAIRRO KIKUXI, RUA DA PISCINA DO BARTOLOMEU, PONTO 37.",28/01/2025,,,VIANA-014-25-PT37,15,,,1,livre
,4,"BAIRRO  LUANDA  SUL, PINGO D´ÁGUA, PONTO 4.",28/03/2025,,,VIANA-024-25-PT4,15,,,1,livre
,38,"BAIRRO KIKUXI, MERCADO DO PANTANAL, PONTO 38.",28/02/2025,,,VIANA-N001-25-PT38,15,,,1,livre
,14,"Bairro Vila Sede, Rua Dos Bancos, Por de tras do Candando, Ponto 14.",28/02/2025,,,VIANA-N002-25-PT14,15,,,1,livre
,6,"BAIRRO VILA  SEDE, PARAGEM DO ZANGO, PONTO 6.",28/02/2025,,,VIANA-N003-25-PT6,15,,,1,livre
,1,"BAIRRO LUANDA SUL, RUA 11 DE NOVEMBRO, 4 CAMPOS, PONTO 1.",28/02/2025,,,VIANA-N004-25-PT1,15,,,1,livre
,36,"BAIRRO LUANDA SUL, RUA JOÃO BEIRÃO, PONTO 36.",28/02/2025,,,VIANA-N005-25-PT36,15,,,1,livre
,2,"BAIRRO LUANDA SUL, RUA DO MERCADO, LUANDA SUL, PONTO 2.",28/02/2025,,,VIANA-N006-25-PT2,15,,,1,livre
,43,"BAIRRO LUANDA SUL, RUA DO HOTEL HORIZONTE, PONTO 43.",28/02/2025,,,VIANA-N007-25-PT43,15,,,1,livre
,42,"BAIRRO LUANDA SUL, RUA DA PRAÇA DO HOTEL HORIZONTE, PONTO 42.",28/02/2025,,,VIANA-N008-25-PT42,15,,,1,livre
,41,"BAIRRO VILA NOVA, RUA ZONA VERDE, PONTO 41.",28/01/2025,,,VIANA-N009-25-PT41,15,,,1,livre
,12,"BAIRRO KIKUXI, RUA DA CIQUENTINHA, PONTO 12.",28/01/2025,,,VIANA-N010-25-PT12,15,,,1,livre
,35,"BAIRRO VILA SEDE, RUA DO PARQUE DO TI SHOW, PONTO 35.",28/02/2025,,,VIANA-N011-25-PT35,15,,,1,livre
,15,"Bairro KM14-A, Rua Paragem Da Nice, Ponto 15.",28/02/2025,,,VIANA-N012-25-PT15,15,,,1,livre
,13,"Bairro KM14-A, Rua Do Mercado Do Alimenta Angola, Ponto 13.",28/01/2025,,,VIANA-N013-25-PT13,15,,,1,livre
,44,"BAIRRO KM14-A, RUA DA SONAGALP, PONTO 44.",28/01/2025,,,VIANA-N015-25-PT44,15,,,1,livre
,16,"BAIRRO KM14-A, RUA ENTRADA DA SONANGOL, PONTO 16.",28/01/2025,,,VIANA-N016-25-PT16,15,,,1,livre
,11,"BAIRRO KM12-A, RUA DO PARQUE DE BOMBO, PONTO 17.",28/03/2025,,,VIANA-N017-25-PT11,15,,,1,livre
,17,"BAIRRO LUANDA SUL, SHOPRITE APÓS A UNIVERSIDADDE DA UTANGA, PONTO 11.",28/01/2025,,,VIANA-N017-25-PT17,15,,,1,livre
,5,"BAIRRO VILA, DE VIANA, PARAGEM DA IGREJA CATOLICA, PONTO 5.",28/03/2025,,,VIANA-N022-25-PT5,15,,,1,livre
,3,"BAIRRO LUANDA SUL, HOTEL HORIZONTE JUNTO À CLINICA  DENTARIA, PONTO 3.",28/03/2025,,,VIANA-N023-25-PT3,15,,,1,livre
,361,"ESTRADA NACIONAL 230,  JUNTO A BANCO BIC, BAIRRO ESTALAGEM.",15/05/2025,,,VIANA-N361-ADMV-2025-PT1,15,,,1,livre
,362,"ESTRADA NACIONAL 230,  ANTES DA ENTRADA DA SUAVE, BAIRRO INCUTAL.",15/05/2025,,,VIANA-N362-ADMV-2025-PT2,15,,,1,livre
,363,"ESTRADA NACIONAL 230, KM 12A,  JUNTO AO ANTIGO MERCADO DA ESTALAGEM.",15/05/2025,,,VIANA-N363-ADMV-2025-PT3,15,,,1,livre
,364,"ESTRADA NACIONAL 230 KM 12A,  ENTRADA COMETA.",15/05/2025,,,VIANA-N364-ADMV-2025-PT4,15,,,1,livre
,365,"ESTRADA NACIONAL 230,  JUNTO A PEDONAL DOS BOMBEIROS.",15/05/2025,,,VIANA-N365-ADMV-2025-PT5,15,,,1,livre
,366,"ESTRADA NACIONAL 230,  JUNTO A PEDONAL DA SGT.",15/05/2025,,,VIANA-N366-ADMV-2025-PT6,15,,,1,livre
,367,"ESTRADA NACIONAL 230,  JUNTO PEDONAL DA MOAGEM.",15/02/2025,,,VIANA-N367-ADMV-2025-PT7,15,,,1,livre
,368,"ESTRADA NACIONAL 230,  PRÓXIMO A PONTE PARTIDA APÓS A ENTRADA DOS AUTOCARROS INTERPROVINCIAL.",15/02/2025,,,VIANA-N368-ADMV-2025-PT8,15,,,1,livre
,369,"ESTRADA NACIONAL 230,  NAS PROXIMIDADES DO POSTO DE ABASTICIMENTO DE COMBUSTÍVEL DA SONAGALPE.",15/02/2025,,,VIANA-N369-ADMV-2025-PT9,15,,,1,livre
,121,"BAIRRO SETEKA, PRÓXIMO AO DESVIO DA BOCA DO RIO.",25/06/2025,,,CACUACO-N121-2025-PT1,39,,,1,livre
,122,"RUA DO PIC, BAIRRO ECO-CAMPO, POR DETRAS DO SIC GERAL.",25/06/2025,,,CACUACO-N122-2025-PT2,39,,,1,livre
,123,"RUA DA NOVA URBANIZAÇÃO, BAIRRO 17 DE SETEMBRO.",25/06/2025,,,CACUACO-N123-2025-PT3,39,,,1,livre
,124,"ESTRADA DA CERÂMICA, BAIRRO DA CERÂMICA, PRÓXIMO DO AVIÁRIO.",25/06/2025,,,CACUACO-N124-2025-PT4,39,,,1,livre
,125,"RUA DA CONDUTA, BAIRRO EMANUEL.",25/06/2025,,,CACUACO-N125-2025-PT5,39,,,1,livre
,126,"RUA S/N, BAIRRO DOS IMBONDEIROS, JUNTO À HUMBURGARIA DA LÚCIA.",25/06/2025,,,CACUACO-N126-2025-PT6,39,,,1,livre
,127,"RUA S/N, NO BAIRRO VILA SEDE, JUNTO AO BAR FONTE BOA.",25/06/2025,,,CACUACO-N127-2025-PT7,39,,,1,livre
,128,"RUA S/N, NO BAIRRO VILA SEDE, ENTRADA DA PRAIA, PRÓXMO DO BAR.",25/06/2025,,,CACUACO-N128-2025-PT8,39,,,1,livre
,129,"RUA DA CERÂMICA, BAIRRO DA CERÂMICA.",23/06/2025,,,CACUACO-N129-2025-PT9,39,,,1,livre
,130,"RUA DO HOTEL CACUACO, BAIRRO 17 DE SETEMBRO.",25/06/2025,,,CACUACO-N130-2025-PT10,39,,,1,livre
,131,"RUA DO HOTEL CACUACO, BAIRRO NOVA URBANIZAÇÃO.",25/06/2025,,,CACUACO-N131-2025-PT11,39,,,1,livre
,132,"RUA DIREITA DA VIDRUL, BAIRRO VIDRUL, JUNTO ÀLOJA DOS REGISTOS.",23/06/2025,,,CACUACO-N132-2025-PT12,39,,,1,livre
,133,"RUA S/N, BAIRRO DOS PESCADOR, JUNTO AS PEIXEIRAS.",25/06/2025,,,CACUACO-N133-2025-PT13,39,,,1,livre
,134,"RUA DIREITA DA VIDRUL, BAIRRO EMANUEL, JUNTO À MAXI.",25/06/2025,,,CACUACO-N134-2025-PT14,39,,,1,livre
,135,"RUA DIREITA DA VIDRUL, BAORRO EMANUEL, JUNTO AO AAA.",25/06/2025,,,CACUACO-N135-2025-PT15,39,,,1,livre
,136,"ENTRADA DOS IMBONDEIROS, BAIRRO DA CERÂMICA, JUNTO À LOJA DA DSTV.",24/06/2025,,,CACUACO-N136-2025-PT16,39,,,1,livre
,137,"ENTRADA DOS IMBONDEIROS, BAIRRO DA CERÂMICA, JUNTO À LOJA DA DSTV.",25/06/2025,,,CACUACO-N137-2025-PT17,39,,,1,livre
,138,"RUA S/N, NO BAIRRO CACUACO SEDE, JUNTO AO CATERPILLAR,POR DE TRÁS DO M. MAMBO.",25/06/2025,,,CACUACO-N138-2025-PT18,39,,,1,livre
,139,"ESTRADA DA CERÂMICA, BAIRRO DA CERÂMICA, JUNTO À OFICINA.",25/06/2025,,,CACUACO-N139-2025-PT19,39,,,1,livre
,140,"ESTRADA DA CERÂMICA, BAIRRO DA CERÂMICA.",24/06/2025,,,CACUACO-N140-2025-PT20,39,,,1,livre
,141,"RUA DOS IMBONDEIROS, BAIRRO DOS IMBONDEIROS.",25/06/2025,,,CACUACO-N141-2025-PT21,39,,,1,livre
,142,"RUA S/N, BAIRRO EMANUEL, NOS ARREDORES DA PRACINHA.",25/06/2025,,,CACUACO-N142-2025-PT22,39,,,1,livre
,143,"RUA S/N, NO BAIRRO EMAUEL, PRÓXIMO DO DESVIO DA BOCA DO RIO.",25/06/2025,,,CACUACO-N143-2025-PT23,39,,,1,livre
,144,"ESTRADA NACIONAL 100, BAIRRO CACUACO SEDE, PRÓXIMO AO CENTRO VISÃO JUVENIL.",25/06/2025,,,CACUACO-N144-2025-PT24,39,,,1,livre
,145,"RUA S/N, NO BAIRRO VILA SEDE, PRÓXIMO À PLACA DO SÉRGIO EVENTO.",25/06/2025,,,CACUACO-N145-2025-PT25,39,,,1,livre
,146,"RUA DA CERÂMICA, BAIRRO DA CERÂMICA. PRÓXIMO A IGREJA CATÓLICA.",25/06/2025,,,CACUACO-N146-2025-PT26,39,,,1,livre
,147,"RUA DA CERÂMICA, BAIRRO DA CERÂMICA.",25/06/2025,,,CACUACO-N147-2025-PT27,39,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
,,,,,,,,,,1,livre
